inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0,inf,9.899494936611665,9.363961030678928,14.899494936611667,17.48528137423857,22.69238815542512,27.69238815542512,33.19238815542512,37.69238815542512,41.69238815542512,47.19238815542512,51.69238815542512,61.26955262170048,65.76955262170048,67.26955262170048,69.76955262170048,75.76955262170048,76.1335136523794,77.6335136523794,inf
inf,inf,2.8284271247461903,5.82842712474619,7.82842712474619,11.82842712474619,16.32842712474619,inf,inf,inf,inf,inf,inf,49.95584412271572,inf,inf,inf,inf,73.30508652763322,inf,78.25483399593905,inf
inf,inf,inf,inf,inf,13.485281374238571,18.192388155425117,inf,28.79898987322333,36.21320343559643,inf,34.849242404917504,39.349242404917504,inf,61.26955262170048,60.40559159102155,62.90559159102155,inf,78.30508652763322,inf,80.75483399593905,inf
inf,40.09188309203678,33.59188309203678,28.591883092036785,24.091883092036785,18.98528137423857,inf,21.727922061357855,27.727922061357855,32.22792206135786,32.72792206135786,37.72792206135786,42.627416997969526,50.662950903902264,56.162950903902264,58.662950903902264,64.16295090390227,inf,86.30508652763322,inf,87.25483399593905,inf
inf,43.49137802864845,34.95584412271571,33.2842712474619,26.763455967290597,22.48528137423857,inf,inf,inf,inf,inf,inf,inf,54.64823227814084,inf,inf,66.44112549695429,inf,91.45584412271572,inf,92.25483399593905,inf
inf,44.85533905932738,39.64823227814083,37.37005768508881,29.556349186104047,27.48528137423857,26.02081528017131,31.52081528017131,38.748737341529164,46.37005768508881,47.54163056034262,46.698484809835,inf,inf,59.52691193458119,inf,70.1126983722081,inf,83.95584412271572,inf,98.18376618407358,inf
inf,47.42640687119285,41.42031021678297,35.92031021678297,38.09188309203678,28.14213562373095,30.52081528017131,30.263455967290597,35.7634559672906,42.7634559672906,41.04163056034262,46.54163056034262,inf,52.45584412271572,58.47665940288702,inf,64.6126983722081,inf,75.95584412271572,inf,89.18376618407358,inf
inf,inf,inf,inf,inf,inf,inf,33.2634559672906,38.04163056034262,36.798989873223334,43.45584412271572,44.45584412271572,inf,46.45584412271572,47.45584412271572,inf,59.1126983722081,inf,71.45584412271572,76.45584412271572,inf,inf
inf,40.38477631085024,39.38477631085024,38.38477631085024,37.38477631085024,36.38477631085024,35.38477631085024,34.7634559672906,35.38477631085024,36.38477631085024,37.38477631085024,38.38477631085024,39.38477631085024,40.38477631085024,41.38477631085024,46.38477631085024,55.38477631085024,64.38477631085024,73.38477631085024,inf,83.5269119345812,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
